"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-V20IVVPD","Aggius 3 Viddalba 2","29","29","020090082","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20T2LRD","BADUOZZANA","26","26","020091090","60","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20SBSDQ","SAN BASILIO","25","25","020111029","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20FGRLL","GUSPINI","24","24","020111034","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","26WIMPI-0417217K","Tirsole 25Mwp","24","24","020091010","220","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20SGVPA","SAN GAVINO - PABILLONIS","24","24","020111062","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-0537210F","Energia Alternativa","24","24","020092009","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","26WIMPI-1020866W","ASSEMINI_26","0","23","020092003","150","13.10.2018",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20NMGRF","NURRI","22","22","020111048","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20GNNSN","GONNOSFANADIGA","22","22","020111031","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20CD1A0","CADAU1","21","21","020092090","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Biomass","26WIMPI-08953012","Powercrop Macchiareddu","20","20","020092003","150","16.08.2018",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20CEFM4","FLORINAS","20","20","020090029","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Run-of-river and poundage","26WIMPI-S20CTNTH","TIRSO1S","20","20","020095017","220","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","26WIMPI-0091868Q","Su Scioffu","20","20","020111106","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Fossil Hard coal","26WIMPI-S20CWFTT","C.W.F.ITALIA","13","13","020095047","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Biomass","26WIMPI-S20CDBNI","CENTRALE ELETTRICA A BIOMASSA DI SERRAMANNA","13","13","020111077","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Wind Onshore","26WIMPI-S20ALTNG","NUOVA ALTA NURRA","12","12","020090064","15","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","26WIMPI-10198249","Tartini Energia srl","11","11","020092090","150","07.12.2019",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Run-of-river and poundage","26WIMPI-0086915O","C.le Idroelettrica Uvini","11","11","020111086","60","16.11.2016",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Solar","26WIMPI-10201129","Trovaioli Energia srl","11","11","020092090","150","06.12.2019",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20OZRIH","OZIERI","5","5","020090052","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20CGHNP","COGHINAS","0","0","020090049","150","31.12.2014",""
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20F2LMJ","FLUMENDOSA 2","28","N/A","020091101","150","31.12.2014","10.06.2021"
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20F3LMF","FLUMENDOSA 3","10","N/A","020091101","150","31.12.2014","10.06.2021"
"BZN|IT-Sardinia / 01.01.2020 00:00 - 01.01.2021 00:00","Hydro Water Reservoir","26WIMPI-S20F1LMN","FLUMENDOSA 1","8","N/A","020091101","150","31.12.2014","02.01.2020"
