"Area / Date","Production Type","Code","Name","Intalled Capacity at the beginning of year [MW]","Current Installed Capacity [MW]","Location","Voltage Connection Level [kV]","Commissioning Date","Decommissioning Date"
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0606819Q","Laterza Wind_Farm","14","14","016073009","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0148771T","IGE-SANDONACI","14","14","016074013","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0057309J","SERRA DEL VENTO SUD","14","14","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16DFNT2","MONTAGNA FAETO","14","14","016071023","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0155970W","De Nittis 1","13","13","016071024","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-M16FERTW","MONTICELLI","13","13","016071044","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-09093556","LAERTE","13","13","016073009","150","18.09.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMZI-09111950","Troia","13","13","016071058","150","15.10.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16VLTNU","VOLTURINO","13","13","016071002","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17IAVPC","AVIGLAINO","13","13","017076007","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0947277N","Poggio Imperiale 3","N/A","13","016071040","150","19.06.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16SDVRQ","SERRA DEL VENTO NORD","12","12","016071052","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-R16CRSTQ","FRANCIOSA2","12","12","016071042","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMYI-0157750B","De Nittis 2","12","12","016071024","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-S17COVDA","CENTRO OLIO VAL D'AGRI","12","12","017076098","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16BCCRO","BICCARI","12","12","016071006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-0393717G","DELICETO TORRETTA","12","12","016071005","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0301166H","Posticciola","12","12","016071054","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Other","26WIMPI-S14ENRGS","ENERGONUT SPA","12","12","014094038","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CDDT8","PARCO EOLICO CASTELNUOVO DELLA DAUNIA","12","12","016071017","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0773507B","FORLETONUOVO2","12","12","017076090","150","04.08.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14SMIP8","SAN MARTINO IN PENSILIS","12","12","014070069","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-09121661","EPE FOGGIA","12","12","016071024","150","14.08.2020",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Biomass","26WIMPI-0475318P","Biomassa Rignano","12","12","016071024","150","23.07.2016",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-06055366","LAMIA DI CLEMENTE","12","12","016073009","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CRLVZ","CARLUVA 16MW","12","12","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0910935R","IMPERATORE","11","11","016073009","150","18.09.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Solar","26WIMPI-01417304","Parco di Stalla","11","11","016073020","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S17PECRE","CAMPOMAGGIORE","11","11","017076017","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16EVDNC","VOLTURARA","11","11","016071061","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0909398P","ENRICO","11","11","016073009","150","18.09.2021",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-S14CTTLZ","TORRENTE TONA","11","11","014070061","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14M2NTL","MONTARONE 2","11","11","014094051","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-S14ARGPA","SAN NICOLA","11","11","014070061","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14MCNTI","MONTE CAVUTI","11","11","014094024","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16GRC2Q","GRECI 2","11","11","016071019","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0678183U","Serra Energie","11","11","017076073","150","23.12.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-11530227","CAFIERO","N/A","11","016071020","150","03.06.2022",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14SPANO","SAN PIETRO AVELLANA","10","10","014094043","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16CPNIQ","CIPONTE 14MW","10","10","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-07689617","TERRE-NOVE","10","10","016071055","150","31.12.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0909538Z","Terre Nove Completamento","10","10","016071055","150","31.12.2018",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S16BMRLP","BARLETTA 10MW","10","10","016110006","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14SCRRH","SERRA CHIAPPONI","10","10","014094040","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-S14MCCH1","MACCHIA VF","10","10","014070053","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0608677A","Parco La Rocca","10","10","017076009","150","13.02.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0477085C","LAMACARVOTTA","10","10","016073009","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0581860D","SERRACAPRIOLA 2","10","10","016071053","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0064286E","Bovino 1","9","10","016071007","150","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Fossil Gas","26WIMPI-S14ETEAI","MASSERIA VINCELLI","5","5","014070047","20","31.12.2014",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0604160U","BANZI","0","0","017076009","150","03.11.2015",""
"BZN|IT-South / 01.01.2022 00:00 - 01.01.2023 00:00","Wind Onshore","26WIMPI-0455820U","Monteleone 28","22","N/A","016071032","150","31.12.2014",""
